Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
8113,139,2,5235.16,3,1,3,313,About to Sleep
8116,196,2,5627.72,2,1,4,214,Hibernating
8119,295,2,1029.62,1,1,1,111,Hibernating
8122,32,1,1235.15,5,1,1,511,New Customers
8123,16,1,2534.49,5,1,2,512,New Customers
8124,341,1,2223.27,1,1,2,112,Hibernating
8125,100,1,41.5,3,1,1,311,About to Sleep
8126,96,1,2223.27,3,1,2,312,About to Sleep
8127,24,1,5538.33,5,1,4,514,New Customers
8129,65,2,2596.93,4,1,2,412,Promising
8130,65,2,2638.24,4,1,2,412,Promising
8131,164,1,41.5,2,1,1,211,Hibernating
8132,142,1,2470.3,3,1,2,312,About to Sleep
8134,51,5,9994.88,4,2,5,425,Loyal Customers
8135,77,1,844.83,4,1,1,411,Promising
8136,309,2,7005.67,1,1,4,114,Hibernating
8137,65,2,13932.990000000002,4,1,5,415,Promising
8138,350,1,207.5,1,1,1,111,Hibernating
8139,73,3,8575.550000000001,4,2,5,425,Loyal Customers
8140,81,1,1689.66,4,1,2,412,Promising
8141,67,2,2560.32,4,1,2,412,Promising
8142,18,2,6694.45,5,1,4,514,New Customers
8145,78,2,9293.130000000001,4,1,5,415,Promising
8146,221,1,5538.33,1,1,4,114,Hibernating
8147,282,1,3247.72,1,1,2,112,Hibernating
8148,46,2,2506.55,4,1,2,412,Promising
8149,58,2,6412.52,4,1,4,414,Promising
8150,37,4,8268.19,5,2,4,524,Champions
8151,365,1,41.5,1,1,1,111,Hibernating
8152,168,1,145.25,2,1,1,211,Hibernating
8153,34,3,2195.2200000000003,5,2,2,522,Champions
8156,37,1,3379.32,5,1,3,513,New Customers
8157,161,1,6329.52,2,1,4,214,Hibernating
8158,94,2,2908.26,3,1,2,312,About to Sleep
8160,199,1,3711.68,2,1,3,213,Hibernating
8161,120,2,2470.3,3,1,2,312,About to Sleep
8162,134,3,5662.83,3,2,4,324,About to Sleep
8163,324,1,186.75,1,1,1,111,Hibernating
8164,220,2,11076.66,1,1,5,115,Hibernating
8165,67,1,3164.76,4,1,2,412,Promising
8166,338,2,352.75,1,1,1,111,Hibernating
8168,68,3,2783.7599999999998,4,2,2,422,Loyal Customers
8170,43,5,9449.980000000001,4,2,5,425,Loyal Customers
8171,14,1,1689.66,5,1,2,512,New Customers
8172,57,4,5569.06,4,2,4,424,Loyal Customers
8173,152,1,2783.76,2,1,2,212,Hibernating
8174,144,1,4747.14,2,1,3,213,Hibernating
8176,58,2,9132.210000000001,4,1,5,415,Promising
8177,123,1,247.03,3,1,1,311,About to Sleep
8178,140,2,2382.05,3,1,2,312,About to Sleep
8179,105,2,1876.59,3,1,2,312,About to Sleep
8180,352,1,166.0,1,1,1,111,Hibernating
8181,133,2,6800.14,3,1,4,314,About to Sleep
8182,324,1,166.0,1,1,1,111,Hibernating
8183,22,3,6287.58,5,2,4,524,Champions
8185,296,1,247.03,1,1,1,111,Hibernating
8187,157,2,4976.93,2,1,3,213,Hibernating
8189,96,2,352.75,3,1,1,311,About to Sleep
8192,260,2,1557.88,1,1,2,112,Hibernating
8193,152,2,8756.73,2,1,5,215,Hibernating
8194,2,1,927.92,5,1,1,511,New Customers
8198,54,2,3379.3199999999997,4,1,3,413,Promising
8200,205,1,247.03,2,1,1,211,Hibernating
8201,54,3,14871.300000000001,4,2,5,425,Loyal Customers
8202,180,2,927.92,2,1,1,211,Hibernating
8203,107,2,5621.33,3,1,4,314,About to Sleep
8204,78,1,927.92,4,1,1,411,Promising
8205,96,1,791.19,3,1,1,311,About to Sleep
8206,257,1,4747.14,1,1,3,113,Hibernating
8207,253,1,2783.76,1,1,2,112,Hibernating
8208,287,2,7394.17,1,1,4,114,Hibernating
8209,58,2,8077.9,4,1,4,414,Promising
8212,239,1,463.96,1,1,1,111,Hibernating
8213,257,1,41.5,1,1,1,111,Hibernating
8214,146,4,20729.6,2,2,5,225,At Risk
8215,197,2,1770.71,2,1,2,212,Hibernating
8216,32,2,3558.62,5,1,3,513,New Customers
8217,216,1,927.92,1,1,1,111,Hibernating
8218,15,3,5707.92,5,2,4,524,Champions
8219,183,1,4175.64,2,1,3,213,Hibernating
8220,306,1,5068.98,1,1,3,113,Hibernating
8221,150,2,3121.09,2,1,2,212,Hibernating
8224,279,1,5913.81,1,1,4,114,Hibernating
8225,137,2,9239.49,3,1,5,315,About to Sleep
8227,150,1,1582.38,2,1,2,212,Hibernating
8231,226,2,332.0,1,1,1,111,Hibernating
8232,135,1,5913.81,3,1,4,314,About to Sleep
8234,123,1,4175.64,3,1,3,313,About to Sleep
8235,140,3,8205.560000000001,3,2,4,324,About to Sleep
8239,216,1,463.96,1,1,1,111,Hibernating
8240,71,1,62.25,4,1,1,411,Promising
8241,259,3,6793.4800000000005,1,2,4,124,At Risk
8242,79,1,41.5,4,1,1,411,Promising
8244,130,2,1936.71,3,1,2,312,About to Sleep
8245,247,2,9436.42,1,1,5,115,Hibernating
8246,221,1,4639.6,1,1,3,113,Hibernating
8247,359,1,6758.64,1,1,4,114,Hibernating
8248,35,1,20.75,5,1,1,511,New Customers
8249,19,2,12087.54,5,1,5,515,New Customers
8250,128,2,9228.94,3,1,5,315,About to Sleep
8252,60,1,2373.57,4,1,2,412,Promising
8253,336,1,1855.84,1,1,2,112,Hibernating
8254,14,4,13429.240000000002,5,2,5,525,Champions
8255,62,3,11294.76,4,2,5,425,Loyal Customers
8258,139,2,7953.4,3,1,4,314,About to Sleep
8260,55,3,9587.34,4,2,5,425,Loyal Customers
8262,29,2,1532.2800000000002,5,1,2,512,New Customers
8263,260,1,1855.84,1,1,2,112,Hibernating
8264,244,1,3955.95,1,1,3,113,Hibernating
8265,84,3,8786.05,4,2,5,425,Loyal Customers
8267,48,1,8448.3,4,1,5,415,Promising
8272,149,4,5501.56,2,2,4,224,At Risk
8273,126,2,186.75,3,1,1,311,About to Sleep
8274,153,1,6329.52,2,1,4,214,Hibernating
8275,226,1,1582.38,1,1,2,112,Hibernating
8276,33,1,4175.64,5,1,3,513,New Customers
8278,138,1,3379.32,3,1,3,313,About to Sleep
8281,218,1,8448.3,1,1,5,115,Hibernating
8285,96,3,11039.89,3,2,5,325,About to Sleep
8286,17,3,1784.16,5,2,2,522,Champions
8287,69,2,8756.73,4,1,5,415,Promising
8289,22,5,17817.43,5,2,5,525,Champions
8290,178,1,103.75,2,1,1,211,Hibernating
8291,116,1,247.03,3,1,1,311,About to Sleep
8292,39,3,7331.8,5,2,4,524,Champions
8293,140,4,641.28,3,2,1,321,About to Sleep
8298,309,2,907.08,1,1,1,111,Hibernating
8299,358,1,3247.72,1,1,2,112,Hibernating
8300,99,1,7120.71,3,1,4,314,About to Sleep
8301,108,1,1729.21,3,1,2,312,About to Sleep
8302,280,2,3705.45,1,1,3,113,Hibernating
8305,143,1,6758.64,3,1,4,314,About to Sleep
8307,257,1,62.25,1,1,1,111,Hibernating
8308,302,1,4175.64,1,1,3,113,Hibernating
8309,198,2,7292.25,2,1,4,214,Hibernating
8310,5,3,12450.57,5,2,5,525,Champions
8311,116,1,3955.95,3,1,3,313,About to Sleep
8312,260,1,1482.18,1,1,1,111,Hibernating
8313,87,1,1582.38,4,1,2,412,Promising
8315,91,1,2470.3,3,1,2,312,About to Sleep
8317,80,1,6329.52,4,1,4,414,Promising
8318,23,1,1729.21,5,1,2,512,New Customers
8319,28,1,494.06,5,1,1,511,New Customers
8322,43,2,494.06,4,1,1,411,Promising
8323,158,2,13195.439999999999,2,1,5,215,Hibernating
8326,22,2,8233.74,5,1,4,514,New Customers
8328,69,2,10006.36,4,1,5,415,Promising
8329,7,2,3411.7900000000004,5,1,3,513,New Customers
8330,144,2,505.46,2,1,1,211,Hibernating
8332,39,1,1729.21,5,1,2,512,New Customers
8335,157,2,3566.07,2,1,3,213,Hibernating
8336,110,2,6758.639999999999,3,1,4,314,About to Sleep
8337,111,1,2470.3,3,1,2,312,About to Sleep
8338,86,2,1829.41,4,1,2,412,Promising
8339,270,1,207.5,1,1,1,111,Hibernating
8340,131,2,83.0,3,1,1,311,About to Sleep
8341,344,1,186.75,1,1,1,111,Hibernating
8342,136,3,8233.74,3,2,4,324,About to Sleep
8344,272,2,9762.48,1,1,5,115,Hibernating
8345,322,1,463.96,1,1,1,111,Hibernating
8346,188,2,4296.04,2,1,3,213,Hibernating
8347,150,1,2319.8,2,1,2,212,Hibernating
8348,133,1,3164.76,3,1,2,312,About to Sleep
8349,12,1,5913.81,5,1,4,514,New Customers
8350,53,1,1235.15,4,1,1,411,Promising
8353,106,3,12658.52,3,2,5,325,About to Sleep
8354,26,2,8900.02,5,1,5,515,New Customers
8355,136,3,927.84,3,2,1,321,About to Sleep
8356,252,2,1544.43,1,1,2,112,Hibernating
8358,39,2,9078.57,5,1,5,515,New Customers
8359,28,3,1825.66,5,2,2,522,Champions
8360,328,1,2223.27,1,1,2,112,Hibernating
8361,180,1,4224.15,2,1,3,213,Hibernating
8363,232,1,8448.3,1,1,5,115,Hibernating
8367,191,1,2534.49,2,1,2,212,Hibernating
8368,231,1,3711.68,1,1,3,113,Hibernating
8372,143,1,103.75,3,1,1,311,About to Sleep
8373,146,3,5525.93,2,2,4,224,At Risk
8374,317,1,2373.57,1,1,2,112,Hibernating
8376,192,2,2767.4300000000003,2,1,2,212,Hibernating
8378,96,1,3247.72,3,1,2,312,About to Sleep
8379,102,2,3272.04,3,1,3,313,About to Sleep
8380,255,1,7603.47,1,1,4,114,Hibernating
8381,364,1,791.19,1,1,1,111,Hibernating
8382,44,1,1729.21,4,1,2,412,Promising
8383,16,2,16360.199999999999,5,1,5,515,New Customers
8385,240,2,9708.58,1,1,5,115,Hibernating
8389,43,4,12521.32,4,2,5,425,Loyal Customers
8392,84,3,5101.43,4,2,3,423,Loyal Customers
8394,362,1,1729.21,1,1,2,112,Hibernating
8395,48,1,62.25,4,1,1,411,Promising
8396,296,1,186.75,1,1,1,111,Hibernating
8398,184,2,958.02,2,1,1,211,Hibernating
8399,129,2,7286.71,3,1,4,314,About to Sleep
8400,6,1,5538.33,5,1,4,514,New Customers
8402,344,1,1391.88,1,1,1,111,Hibernating
8403,85,3,3110.99,4,2,2,422,Loyal Customers
8404,323,1,166.0,1,1,1,111,Hibernating
8405,44,2,3325.68,4,1,3,413,Promising
8406,3,2,556.31,5,1,1,511,New Customers
8407,54,1,3711.68,4,1,3,413,Promising
8409,270,1,2373.57,1,1,2,112,Hibernating
8411,238,1,8448.3,1,1,5,115,Hibernating
8412,227,1,5538.33,1,1,4,114,Hibernating
8413,104,2,9591.01,3,1,5,315,About to Sleep
8416,157,2,639.31,2,1,1,211,Hibernating
8417,251,1,6758.64,1,1,4,114,Hibernating
8422,203,1,6758.64,2,1,4,214,Hibernating
8423,255,1,2534.49,1,1,2,112,Hibernating
8424,64,3,7994.86,4,2,4,424,Loyal Customers
8425,211,5,12033.35,2,2,5,225,At Risk
8429,147,1,2319.8,2,1,2,212,Hibernating
8430,65,2,9923.400000000001,4,1,5,415,Promising
8431,106,4,12424.159999999998,3,2,5,325,About to Sleep
8432,169,1,166.0,2,1,1,211,Hibernating
8433,292,2,10137.960000000001,1,1,5,115,Hibernating
8434,40,1,494.06,5,1,1,511,New Customers
8435,43,2,8900.02,4,1,5,415,Promising
8437,324,1,3247.72,1,1,2,112,Hibernating
8438,20,1,1582.38,5,1,2,512,New Customers
8439,30,2,8316.699999999999,5,1,4,514,New Customers
8441,167,3,1442.65,2,2,1,221,At Risk
8442,269,1,927.92,1,1,1,111,Hibernating
8443,113,4,9763.990000000002,3,2,5,325,About to Sleep
8444,148,2,2813.86,2,1,2,212,Hibernating
8445,355,1,124.5,1,1,1,111,Hibernating
8449,293,1,1689.66,1,1,2,112,Hibernating
8450,113,4,5893.09,3,2,4,324,About to Sleep
8451,85,1,741.09,4,1,1,411,Promising
8452,346,1,3164.76,1,1,2,112,Hibernating
8453,208,1,4175.64,2,1,3,213,Hibernating
8455,202,2,4431.65,2,1,3,213,Hibernating
8456,133,2,1751.91,3,1,2,312,About to Sleep
8457,50,2,4300.14,4,1,3,413,Promising
8461,253,1,1482.18,1,1,1,111,Hibernating
8462,240,1,1482.18,1,1,1,111,Hibernating
8463,265,1,6758.64,1,1,4,114,Hibernating
8464,254,2,3400.07,1,1,3,113,Hibernating
8465,24,1,7911.9,5,1,4,514,New Customers
8466,119,3,4101.200000000001,3,2,3,323,About to Sleep
8468,71,4,6606.299999999999,4,2,4,424,Loyal Customers
8469,140,1,7911.9,3,1,4,314,About to Sleep
8470,251,1,41.5,1,1,1,111,Hibernating
8471,273,1,2470.3,1,1,2,112,Hibernating
8473,94,3,7367.74,3,2,4,324,About to Sleep
8474,248,1,2783.76,1,1,2,112,Hibernating
8475,199,1,4747.14,2,1,3,213,Hibernating
8476,191,1,2223.27,2,1,2,212,Hibernating
8478,216,1,3164.76,1,1,2,112,Hibernating
8479,180,3,5600.58,2,2,4,224,At Risk
8480,30,1,186.75,5,1,1,511,New Customers
8481,283,1,207.5,1,1,1,111,Hibernating
8484,108,1,3955.95,3,1,3,313,About to Sleep
8486,28,2,3524.57,5,1,3,513,New Customers
8487,151,1,1391.88,2,1,1,211,Hibernating
8488,5,1,1976.24,5,1,2,512,New Customers
8490,265,2,9542.400000000001,1,1,5,115,Hibernating
8491,70,2,2264.77,4,1,2,412,Promising
8492,3,2,6179.219999999999,5,1,4,514,New Customers
8493,1,3,3905.53,5,2,3,523,Champions
8495,299,1,5913.81,1,1,4,114,Hibernating
8496,10,4,11982.6,5,2,5,525,Champions
8497,7,1,5913.81,5,1,4,514,New Customers
8498,7,1,3379.32,5,1,3,513,New Customers
8499,158,1,1855.84,2,1,2,212,Hibernating
8500,219,2,10089.45,1,1,5,115,Hibernating
8501,145,2,2638.24,2,1,2,212,Hibernating
8505,153,1,2783.76,2,1,2,212,Hibernating
8506,205,1,5913.81,2,1,4,214,Hibernating
8508,227,1,1582.38,1,1,2,112,Hibernating
8510,288,1,3711.68,1,1,3,113,Hibernating
8511,52,1,2223.27,4,1,2,412,Promising
8512,61,3,5778.22,4,2,4,424,Loyal Customers
8514,78,3,4184.2,4,2,3,423,Loyal Customers
8515,114,2,13517.28,3,1,5,315,About to Sleep
8517,258,1,1689.66,1,1,2,112,Hibernating
8518,136,1,927.92,3,1,1,311,About to Sleep
8521,14,2,6597.719999999999,5,1,4,514,New Customers
8523,18,1,5538.33,5,1,4,514,New Customers
8524,210,1,1976.24,2,1,2,212,Hibernating
8526,2,1,1729.21,5,1,2,512,New Customers
8527,8,1,5913.81,5,1,4,514,New Customers
8528,48,1,2373.57,4,1,2,412,Promising
8529,256,1,83.0,1,1,1,111,Hibernating
8530,242,1,3711.68,1,1,3,113,Hibernating
8531,50,2,1623.88,4,1,2,412,Promising
8532,72,2,8057.15,4,1,4,414,Promising
8533,256,1,166.0,1,1,1,111,Hibernating
8534,183,1,3711.68,2,1,3,213,Hibernating
8535,352,1,1855.84,1,1,2,112,Hibernating
8537,315,1,1391.88,1,1,1,111,Hibernating
8538,107,1,2470.3,3,1,2,312,About to Sleep
8539,72,2,6407.870000000001,4,1,4,414,Promising
8540,106,2,1749.96,3,1,2,312,About to Sleep
8542,62,1,1689.66,4,1,2,412,Promising
8543,139,2,6031.48,3,1,4,314,About to Sleep
8544,190,2,9601.56,2,1,5,215,Hibernating
8545,260,1,2783.76,1,1,2,112,Hibernating
8546,6,2,1421.98,5,1,1,511,New Customers
8547,296,1,1235.15,1,1,1,111,Hibernating
8548,83,1,4175.64,4,1,3,413,Promising
8551,92,1,247.03,3,1,1,311,About to Sleep
8553,15,4,14634.12,5,2,5,525,Champions
8554,132,1,2783.76,3,1,2,312,About to Sleep
8556,300,2,3711.68,1,1,3,113,Hibernating
8560,271,1,2319.8,1,1,2,112,Hibernating
8561,247,1,186.75,1,1,1,111,Hibernating
8562,175,3,5484.25,2,2,4,224,At Risk
8569,44,2,124.5,4,1,1,411,Promising
8570,298,1,20.75,1,1,1,111,Hibernating
8571,11,2,3247.7200000000003,5,1,3,513,New Customers
8572,168,1,103.75,2,1,1,211,Hibernating
8573,27,1,103.75,5,1,1,511,New Customers
8574,12,2,2677.78,5,1,2,512,New Customers
8575,22,2,2874.0600000000004,5,1,2,512,New Customers
8576,123,1,2319.8,3,1,2,312,About to Sleep
8577,216,1,3379.32,1,1,3,113,Hibernating
8578,301,1,3379.32,1,1,3,113,Hibernating
8579,93,1,2534.49,3,1,2,312,About to Sleep
8580,272,1,463.96,1,1,1,111,Hibernating
8581,199,1,5538.33,2,1,4,214,Hibernating
8583,87,3,5172.74,4,2,3,423,Loyal Customers
8584,277,1,3379.32,1,1,3,113,Hibernating
8585,93,2,2781.52,3,1,2,312,About to Sleep
8586,224,1,2534.49,1,1,2,112,Hibernating
8587,97,3,5244.75,3,2,3,323,About to Sleep
8588,327,1,4224.15,1,1,3,113,Hibernating
8591,34,2,3905.8500000000004,5,1,3,513,New Customers
8592,184,1,3247.72,2,1,2,212,Hibernating
8593,154,1,6329.52,2,1,4,214,Hibernating
8594,99,2,9655.2,3,1,5,315,About to Sleep
8596,359,1,3247.72,1,1,2,112,Hibernating
8597,138,1,8448.3,3,1,5,315,About to Sleep
8598,362,1,494.06,1,1,1,111,Hibernating
8599,17,3,8224.65,5,2,4,524,Champions
8600,264,1,2223.27,1,1,2,112,Hibernating
8602,88,1,2783.76,3,1,2,312,About to Sleep
8603,57,1,1689.66,4,1,2,412,Promising
8604,198,1,4224.15,2,1,3,213,Hibernating
8605,28,2,7721.400000000001,5,1,4,514,New Customers
8607,34,4,18934.989999999998,5,2,5,525,Champions
8609,211,1,2223.27,2,1,2,212,Hibernating
8610,262,1,5913.81,1,1,4,114,Hibernating
8611,261,2,10285.47,1,1,5,115,Hibernating
8612,25,1,4747.14,5,1,3,513,New Customers
8614,17,1,1582.38,5,1,2,512,New Customers
8616,106,1,1729.21,3,1,2,312,About to Sleep
8617,6,1,6758.64,5,1,4,514,New Customers
8619,207,3,4286.400000000001,2,2,3,223,At Risk
8620,115,2,9930.48,3,1,5,315,About to Sleep
8622,123,1,2783.76,3,1,2,312,About to Sleep
8624,129,1,1689.66,3,1,2,312,About to Sleep
8626,362,1,2319.8,1,1,2,112,Hibernating
8627,109,2,1255.15,3,1,1,311,About to Sleep
8628,332,1,2319.8,1,1,2,112,Hibernating
8630,45,2,4383.14,4,1,3,413,Promising
8632,291,1,844.83,1,1,1,111,Hibernating
8633,329,1,6758.64,1,1,4,114,Hibernating
8634,278,1,927.92,1,1,1,111,Hibernating
8635,195,1,3379.32,2,1,3,213,Hibernating
8637,229,2,14362.11,1,1,5,115,Hibernating
8640,255,1,927.92,1,1,1,111,Hibernating
8644,73,1,3164.76,4,1,2,412,Promising
8645,303,1,7911.9,1,1,4,114,Hibernating
8646,155,2,10382.2,2,1,5,215,Hibernating
8647,148,1,207.5,2,1,1,211,Hibernating
8649,31,4,18641.33,5,2,5,525,Champions
8651,76,1,2470.3,4,1,2,412,Promising
8652,7,1,5068.98,5,1,3,513,New Customers
8653,85,1,3164.76,4,1,2,412,Promising
8654,138,1,494.06,3,1,1,311,About to Sleep
8656,120,1,8448.3,3,1,5,315,About to Sleep
8657,48,1,83.0,4,1,1,411,Promising
8658,41,3,4854.29,4,2,3,423,Loyal Customers
8659,121,1,1689.66,3,1,2,312,About to Sleep
8660,42,1,5068.98,4,1,3,413,Promising
8661,194,1,844.83,2,1,1,211,Hibernating
8662,91,1,2783.76,3,1,2,312,About to Sleep
8663,143,2,207.5,3,1,1,311,About to Sleep
8664,37,2,3524.8500000000004,5,1,3,513,New Customers
8665,61,1,4224.15,4,1,3,413,Promising
8667,277,1,1582.38,1,1,2,112,Hibernating
8668,306,1,2373.57,1,1,2,112,Hibernating
8669,88,3,8869.919999999998,3,2,5,325,About to Sleep
8670,55,1,166.0,4,1,1,411,Promising
8671,326,1,494.06,1,1,1,111,Hibernating
8675,126,1,463.96,3,1,1,311,About to Sleep
8678,146,1,3247.72,2,1,2,212,Hibernating
8683,233,1,3247.72,1,1,2,112,Hibernating
8684,83,3,1996.99,4,2,2,422,Loyal Customers
8685,166,1,7911.9,2,1,4,214,Hibernating
8688,33,2,11827.619999999999,5,1,5,515,New Customers
8690,118,1,1689.66,3,1,2,312,About to Sleep
8691,198,1,6758.64,2,1,4,214,Hibernating
8692,269,1,1689.66,1,1,2,112,Hibernating
8694,54,1,2783.76,4,1,2,412,Promising
8695,61,2,3524.57,4,1,3,413,Promising
8698,210,1,1391.88,2,1,1,211,Hibernating
8699,261,1,2319.8,1,1,2,112,Hibernating
8700,52,1,2783.76,4,1,2,412,Promising
8701,166,1,41.5,2,1,1,211,Hibernating
8702,362,1,7911.9,1,1,4,114,Hibernating
8703,205,1,927.92,2,1,1,211,Hibernating
8705,19,2,1010.83,5,1,1,511,New Customers
8706,300,2,618.56,1,1,1,111,Hibernating
8707,112,1,5538.33,3,1,4,314,About to Sleep
8708,60,2,8512.59,4,1,5,415,Promising
8709,261,2,8097.530000000001,1,1,4,114,Hibernating
8710,339,1,8448.3,1,1,5,115,Hibernating
8715,166,3,12170.5,2,2,5,225,At Risk
8716,172,1,1976.24,2,1,2,212,Hibernating
8717,310,1,494.06,1,1,1,111,Hibernating
8718,301,1,1391.88,1,1,1,111,Hibernating
8719,13,3,3418.87,5,2,3,523,Champions
8721,226,2,1832.96,1,1,2,112,Hibernating
8722,45,2,3218.4,4,1,2,412,Promising
8723,127,3,4362.389999999999,3,2,3,323,About to Sleep
8724,56,3,12082.41,4,2,5,425,Loyal Customers
8725,16,2,4296.04,5,1,3,513,New Customers
8726,226,1,2470.3,1,1,2,112,Hibernating
8727,250,1,844.83,1,1,1,111,Hibernating
8728,121,2,3926.37,3,1,3,313,About to Sleep
8729,226,3,3458.42,1,2,3,123,At Risk
8731,4,3,2349.82,5,2,2,522,Champions
8732,142,1,741.09,3,1,1,311,About to Sleep
8734,27,2,865.59,5,1,1,511,New Customers
8736,10,3,8801.41,5,2,5,525,Champions
8738,66,1,20.75,4,1,1,411,Promising
8739,92,1,62.25,3,1,1,311,About to Sleep
8740,94,2,11232.06,3,1,5,315,About to Sleep
8741,28,1,1391.88,5,1,1,511,New Customers
8742,258,1,1729.21,1,1,2,112,Hibernating
8745,69,1,2373.57,4,1,2,412,Promising
8746,14,2,7993.790000000001,5,1,4,514,New Customers
8748,338,1,247.03,1,1,1,111,Hibernating
8749,338,2,10304.14,1,1,5,115,Hibernating
8750,185,1,7120.71,2,1,4,214,Hibernating
8754,48,2,3458.42,4,1,3,413,Promising
8755,301,1,2223.27,1,1,2,112,Hibernating
8756,107,3,4284.45,3,2,3,323,About to Sleep
8757,121,4,12497.73,3,2,5,325,About to Sleep
8758,102,1,6329.52,3,1,4,314,About to Sleep
8760,335,1,8448.3,1,1,5,115,Hibernating
8762,329,1,41.5,1,1,1,111,Hibernating
8763,141,2,660.06,3,1,1,311,About to Sleep
8764,270,1,988.12,1,1,1,111,Hibernating
8766,273,1,166.0,1,1,1,111,Hibernating
8770,26,1,5068.98,5,1,3,513,New Customers
8771,45,2,1297.4,4,1,1,411,Promising
8772,214,3,7603.96,2,2,4,224,At Risk
8773,46,1,3164.76,4,1,2,412,Promising
8774,325,1,124.5,1,1,1,111,Hibernating
8775,170,2,9904.470000000001,2,1,5,215,Hibernating
8776,105,1,494.06,3,1,1,311,About to Sleep
8777,292,2,4502.87,1,1,3,113,Hibernating
8778,271,1,927.92,1,1,1,111,Hibernating
8779,167,2,6615.84,2,1,4,214,Hibernating
8780,179,1,7120.71,2,1,4,214,Hibernating
8782,68,2,1665.38,4,1,2,412,Promising
8783,12,1,145.25,5,1,1,511,New Customers
8784,117,1,5068.98,3,1,3,313,About to Sleep
8785,52,2,10285.470000000001,4,1,5,415,Promising
8786,358,1,207.5,1,1,1,111,Hibernating
8788,324,1,20.75,1,1,1,111,Hibernating
8789,46,4,9050.79,4,2,5,425,Loyal Customers
8790,192,3,16882.67,2,2,5,225,At Risk
8795,74,2,2594.8,4,1,2,412,Promising
8796,35,1,463.96,5,1,1,511,New Customers
8797,334,1,988.12,1,1,1,111,Hibernating
8798,105,3,4634.47,3,2,3,323,About to Sleep
8799,113,3,7630.860000000001,3,2,4,324,About to Sleep
8801,108,2,7174.09,3,1,4,314,About to Sleep
8802,142,2,3361.69,3,1,3,313,About to Sleep
8803,229,1,791.19,1,1,1,111,Hibernating
8804,192,1,2783.76,2,1,2,212,Hibernating
8805,277,1,4175.64,1,1,3,113,Hibernating
8807,6,2,8703.09,5,1,5,515,New Customers
8809,297,1,1976.24,1,1,2,112,Hibernating
8811,15,2,9459.31,5,1,5,515,New Customers
8812,175,2,145.25,2,1,1,211,Hibernating
8813,90,2,2658.99,3,1,2,312,About to Sleep
8814,160,2,4399.91,2,1,3,213,Hibernating
8815,59,1,927.92,4,1,1,411,Promising
8816,155,1,1976.24,2,1,2,212,Hibernating
8817,340,1,3247.72,1,1,2,112,Hibernating
8820,190,1,1855.84,2,1,2,212,Hibernating
8822,59,2,10821.869999999999,4,1,5,415,Promising
8823,142,2,8351.28,3,1,5,315,About to Sleep
8825,172,2,701.56,2,1,1,211,Hibernating
8826,51,4,8598.31,4,2,5,425,Loyal Customers
8828,141,1,3955.95,3,1,3,313,About to Sleep
8829,62,2,6793.4800000000005,4,1,4,414,Promising
8831,34,4,24070.95,5,2,5,525,Champions
8832,208,1,927.92,2,1,1,211,Hibernating
8833,23,1,145.25,5,1,1,511,New Customers
8834,122,1,1689.66,3,1,2,312,About to Sleep
8835,200,2,6221.9800000000005,2,1,4,214,Hibernating
8837,219,1,494.06,1,1,1,111,Hibernating
8838,140,1,1689.66,3,1,2,312,About to Sleep
8839,24,4,8483.14,5,2,5,525,Champions
8840,9,3,7494.21,5,2,4,524,Champions
8842,182,1,3247.72,2,1,2,212,Hibernating
8843,108,2,5163.76,3,1,3,313,About to Sleep
8845,202,1,2783.76,2,1,2,212,Hibernating
8846,77,2,10553.67,4,1,5,415,Promising
8848,96,2,5538.33,3,1,4,314,About to Sleep
8849,156,2,2717.3300000000004,2,1,2,212,Hibernating
8850,184,1,1391.88,2,1,1,211,Hibernating
8851,182,1,1482.18,2,1,1,211,Hibernating
8852,156,1,4747.14,2,1,3,213,Hibernating
8854,261,1,494.06,1,1,1,111,Hibernating
8855,342,1,62.25,1,1,1,111,Hibernating
8856,76,1,3164.76,4,1,2,412,Promising
8857,230,1,3247.72,1,1,2,112,Hibernating
8858,333,1,20.75,1,1,1,111,Hibernating
8860,158,1,1482.18,2,1,1,211,Hibernating
8861,67,3,1997.38,4,2,2,422,Loyal Customers
8862,133,1,1976.24,3,1,2,312,About to Sleep
8863,269,1,2223.27,1,1,2,112,Hibernating
8865,151,3,3479.7200000000003,2,2,3,223,At Risk
8866,8,2,7603.47,5,1,4,514,New Customers
8867,20,1,2223.27,5,1,2,512,New Customers
8870,141,1,7120.71,3,1,4,314,About to Sleep
8871,47,3,3755.55,4,2,3,423,Loyal Customers
8873,343,1,6329.52,1,1,4,114,Hibernating
8875,257,2,11232.06,1,1,5,115,Hibernating
8876,187,3,4199.51,2,2,3,223,At Risk
8877,125,1,1976.24,3,1,2,312,About to Sleep
8878,234,1,2223.27,1,1,2,112,Hibernating
8879,177,1,1391.88,2,1,1,211,Hibernating
8881,174,1,186.75,2,1,1,211,Hibernating
8883,38,1,1729.21,5,1,2,512,New Customers
8885,257,1,1582.38,1,1,2,112,Hibernating
8886,150,2,1638.91,2,1,2,212,Hibernating
8888,330,2,2687.23,1,1,2,112,Hibernating
8889,135,2,7887.32,3,1,4,314,About to Sleep
8891,49,2,1729.21,4,1,2,412,Promising
8892,105,2,3524.8500000000004,3,1,3,313,About to Sleep
8894,331,1,6329.52,1,1,4,114,Hibernating
